"subject","activity","tBodyAccMeanX","tBodyAccMeanY","tBodyAccMeanZ","tBodyAccStdX","tBodyAccStdY","tBodyAccStdZ","tGravityAccMeanX","tGravityAccMeanY","tGravityAccMeanZ","tGravityAccStdX","tGravityAccStdY","tGravityAccStdZ","tBodyAccJerkMeanX","tBodyAccJerkMeanY","tBodyAccJerkMeanZ","tBodyAccJerkStdX","tBodyAccJerkStdY","tBodyAccJerkStdZ","tBodyGyroMeanX","tBodyGyroMeanY","tBodyGyroMeanZ","tBodyGyroStdX","tBodyGyroStdY","tBodyGyroStdZ","tBodyGyroJerkMeanX","tBodyGyroJerkMeanY","tBodyGyroJerkMeanZ","tBodyGyroJerkStdX","tBodyGyroJerkStdY","tBodyGyroJerkStdZ","tBodyAccMagMean","tBodyAccMagStd","tGravityAccMagMean","tGravityAccMagStd","tBodyAccJerkMagMean","tBodyAccJerkMagStd","tBodyGyroMagMean","tBodyGyroMagStd","tBodyGyroJerkMagMean","tBodyGyroJerkMagStd","fBodyAccMeanX","fBodyAccMeanY","fBodyAccMeanZ","fBodyAccStdX","fBodyAccStdY","fBodyAccStdZ","fBodyAccJerkMeanX","fBodyAccJerkMeanY","fBodyAccJerkMeanZ","fBodyAccJerkStdX","fBodyAccJerkStdY","fBodyAccJerkStdZ","fBodyGyroMeanX","fBodyGyroMeanY","fBodyGyroMeanZ","fBodyGyroStdX","fBodyGyroStdY","fBodyGyroStdZ","fBodyAccMagMean","fBodyAccMagStd","fBodyBodyAccJerkMagMean","fBodyBodyAccJerkMagStd","fBodyBodyGyroMagMean","fBodyBodyGyroMagStd","fBodyBodyGyroJerkMagMean","fBodyBodyGyroJerkMagStd"
"10","walking",0.2785741,-0.01702235,-0.1090575,-0.1787097,-0.02274317,-0.3956451,0.9630921,-0.0838277,0.05492762,-0.9744352,-0.9711147,-0.9578627,0.08579438,0.004082488,-0.01629532,-0.0521991,0.0750805,-0.5116629,0.0106895,-0.08195408,0.09866957,-0.4142055,-0.2508533,-0.1745249,-0.1227096,-0.0519205,-0.06112629,-0.3660637,-0.5096833,-0.3290795,-0.1274009,-0.1856024,-0.1274009,-0.1856024,-0.132625,0.03760834,-0.1564587,-0.4020251,-0.4403636,-0.5010279,-0.11419,0.05339119,-0.4121827,-0.2063665,-0.1297757,-0.4353042,-0.1079411,0.0309052,-0.4640205,-0.07915183,0.04848677,-0.5585127,-0.2779138,-0.345209,-0.10853,-0.4582929,-0.2043928,-0.2732929,-0.09302374,-0.3704719,0.02051895,0.05020876,-0.4126169,-0.4997598,-0.5150653,-0.5176758
"10","walking_upstairs",0.2671219,-0.01438549,-0.1181804,-0.1615919,-0.005552877,-0.07387449,0.931861,-0.05656703,0.02275277,-0.9592161,-0.9370394,-0.8647458,0.06488293,0.02663143,-0.05133758,-0.1872202,-0.1778031,-0.6075205,0.07334472,-0.09546002,0.08796642,-0.3085347,0.04117247,-0.3205093,-0.1572125,-0.03723485,-0.03650217,-0.4272913,-0.6046291,-0.4822448,-0.02666233,-0.2115375,-0.02666233,-0.2115375,-0.262038,-0.2260102,0.04385738,-0.1130627,-0.523463,-0.6182724,-0.1394108,-0.03906882,-0.3012064,-0.1719573,-0.05162847,-0.03423472,-0.2012143,-0.2068728,-0.5532307,-0.2475983,-0.2027961,-0.6628941,-0.2185247,-0.235859,-0.2627634,-0.3413016,0.1717358,-0.4038221,-0.1668667,-0.3614375,-0.1535531,-0.334365,-0.2653717,-0.1669694,-0.600583,-0.6712906
"10","walking_downstairs",0.2904016,-0.02000508,-0.1108486,0.2957335,0.004079154,-0.1835576,0.9398074,-0.06461608,0.04187154,-0.9392676,-0.9370038,-0.9020852,0.1009594,0.01078249,0.0001526172,0.2232758,-0.1050204,-0.3181884,-0.1248396,-0.1067425,0.07244337,-0.3047454,-0.3114075,-0.03530218,-0.0643764,-0.04893781,-0.07204131,-0.4169861,-0.471651,-0.2271374,0.2508438,0.1569982,0.2508438,0.1569982,0.05070102,0.1108772,-0.0238468,-0.2803829,-0.4018543,-0.4941058,0.2156653,0.009046604,-0.1577284,0.3249577,-0.06333377,-0.2686862,0.1814191,-0.1195043,-0.240679,0.1569127,-0.1533558,-0.3961479,-0.2143503,-0.2724957,0.03913668,-0.3395144,-0.343237,-0.1503916,0.2201157,-0.06167428,0.156978,0.03802667,-0.3123475,-0.3877801,-0.4841965,-0.5449885
"10","sitting",0.2706121,-0.01504268,-0.1042532,-0.9829018,-0.9179795,-0.967827,0.7918872,-0.04126077,0.2025346,-0.9731284,-0.93569,-0.9668985,0.07753725,0.008978755,-0.004995664,-0.9889464,-0.9807568,-0.9882558,-0.04324322,-0.06799936,0.07459589,-0.9888731,-0.9843733,-0.960446,-0.0931555,-0.04112165,-0.04894119,-0.9923267,-0.9925845,-0.9902598,-0.9607572,-0.9396696,-0.9607572,-0.9396696,-0.9880542,-0.9852099,-0.944202,-0.9630646,-0.9937075,-0.9916962,-0.9849431,-0.9404502,-0.9746447,-0.9822424,-0.9128381,-0.966121,-0.989365,-0.9809629,-0.9860568,-0.9895509,-0.9820456,-0.9891109,-0.9864774,-0.9861792,-0.9653955,-0.9897124,-0.9835796,-0.9624186,-0.955281,-0.941512,-0.9859008,-0.9832667,-0.9744597,-0.96246,-0.9921915,-0.9914091
"10","standing",0.2766503,-0.01554186,-0.1079641,-0.9784035,-0.9195618,-0.9412714,0.9540088,-0.04315978,0.03469802,-0.9912595,-0.9754107,-0.9595797,0.08097844,0.01190076,-0.00485841,-0.9643115,-0.9413287,-0.9764306,-0.02818543,-0.08768205,0.1032516,-0.9298951,-0.9588612,-0.9536811,-0.1047538,-0.0371593,-0.05841625,-0.9503675,-0.976445,-0.969051,-0.9519889,-0.9372645,-0.9519889,-0.9372645,-0.9651638,-0.9520582,-0.9297873,-0.9204868,-0.9716377,-0.9644094,-0.9700998,-0.9233787,-0.9552724,-0.9829492,-0.9218605,-0.9380987,-0.9635652,-0.9421878,-0.9722415,-0.9686121,-0.9448474,-0.9794287,-0.9240059,-0.9603238,-0.9509157,-0.9322739,-0.9583999,-0.9589013,-0.9401102,-0.9450482,-0.9516337,-0.952106,-0.9377867,-0.9229616,-0.9656141,-0.9650558
"10","laying",0.2802306,-0.02429448,-0.1171686,-0.9682837,-0.9464543,-0.9594715,-0.4530697,-0.1392977,-0.03112162,-0.9545319,-0.9667012,-0.9630456,0.07381506,0.015699,0.007166896,-0.9780075,-0.9669308,-0.9762567,-0.01955594,-0.07703257,0.1047205,-0.9617132,-0.9536602,-0.9719406,-0.1003083,-0.03887979,-0.05907449,-0.9659006,-0.966621,-0.9839493,-0.9567818,-0.9403017,-0.9567818,-0.9403017,-0.9762344,-0.967557,-0.937591,-0.9274712,-0.9708308,-0.9596329,-0.9691842,-0.9543418,-0.9643008,-0.967968,-0.9462291,-0.9598137,-0.9790147,-0.9680392,-0.9725922,-0.9789044,-0.9681207,-0.9785823,-0.9537939,-0.95467,-0.9697558,-0.9645446,-0.9534535,-0.9752988,-0.9508481,-0.944305,-0.9685611,-0.9653776,-0.9376926,-0.9337013,-0.9609768,-0.9607729
"11","walking",0.2718219,-0.01664758,-0.1060963,-0.4228421,-0.05221208,-0.5306263,0.9464685,-0.2120459,0.1340532,-0.981101,-0.9662406,-0.9608527,0.08297093,0.01276825,-0.01336483,-0.4285163,-0.1814192,-0.7206547,-0.0426929,-0.0705105,0.08437445,-0.5963469,-0.4996253,-0.4341782,-0.09182042,-0.05141725,-0.03426775,-0.5416164,-0.7379938,-0.5510799,-0.2883235,-0.4877359,-0.2883235,-0.4877359,-0.4023332,-0.4031413,-0.4218017,-0.5583628,-0.6307327,-0.7536714,-0.3965337,-0.08304784,-0.6164029,-0.4337033,-0.09660683,-0.5230934,-0.4532653,-0.2418017,-0.6925939,-0.453943,-0.1701774,-0.7475646,-0.5147533,-0.5931074,-0.3982933,-0.6231503,-0.4536632,-0.4985546,-0.4585141,-0.584456,-0.3951161,-0.4174468,-0.6102226,-0.5997454,-0.7519145,-0.7735741
"11","walking_upstairs",0.2637759,-0.03031578,-0.1067972,-0.238803,-0.1031675,-0.2033694,0.8926262,-0.3435769,0.1466337,-0.9534631,-0.9243608,-0.9069332,0.09685617,-0.01326253,-0.01514639,-0.4529617,-0.4281192,-0.7853592,-0.08209097,-0.05669288,0.06380544,-0.5013316,-0.2820445,-0.6946589,-0.06452454,-0.07198347,-0.04607615,-0.6604313,-0.8094594,-0.7771734,-0.1325946,-0.2895921,-0.1325946,-0.2895921,-0.5095877,-0.4904858,-0.2550483,-0.3779099,-0.7573148,-0.801127,-0.3553489,-0.2546452,-0.5517421,-0.1987337,-0.08850481,-0.1137018,-0.4959274,-0.4553179,-0.7653879,-0.458255,-0.4372763,-0.8038451,-0.4717828,-0.5811672,-0.6746719,-0.5178116,-0.1537879,-0.7299287,-0.336061,-0.3760279,-0.4759285,-0.5137035,-0.5500997,-0.3812234,-0.7959861,-0.8224287
"11","walking_downstairs",0.2916056,-0.01780977,-0.1110701,0.1424566,0.07081227,-0.3240269,0.9417464,-0.2003219,0.1323717,-0.9544975,-0.9263105,-0.9258149,0.08971687,0.02522742,-0.02252089,-0.08342127,-0.1268167,-0.5797105,-0.1250687,-0.02627753,0.05752446,-0.374069,-0.4959117,-0.3189596,-0.02209163,-0.0520273,-0.03730484,-0.5343749,-0.6845933,-0.4805592,0.1262277,0.05077437,0.1262277,0.05077437,-0.1982061,-0.1270172,-0.1978834,-0.3393498,-0.5992948,-0.6777506,0.03519372,0.02475081,-0.3776248,0.1799068,0.02627772,-0.3486266,-0.120463,-0.1774792,-0.5302255,-0.1283416,-0.1304438,-0.6289027,-0.318777,-0.5282545,-0.2734591,-0.3977228,-0.4811275,-0.3972205,0.09028076,-0.1371231,-0.097455,-0.1736618,-0.4561701,-0.3805594,-0.6683405,-0.7142297
"11","sitting",0.2765902,-0.01491956,-0.1128402,-0.9827966,-0.9214021,-0.9683702,0.8719638,0.2137163,0.1885317,-0.9880693,-0.9497926,-0.9716616,0.07617773,-0.0002138386,0.008334008,-0.9803352,-0.9667666,-0.9834416,-0.03999849,-0.07552845,0.07617394,-0.9881649,-0.982249,-0.9528443,-0.09484235,-0.0392813,-0.05053955,-0.9905015,-0.9885548,-0.981016,-0.9619708,-0.9445818,-0.9619708,-0.9445818,-0.9793556,-0.9745117,-0.9518845,-0.9599645,-0.989519,-0.9862567,-0.9814815,-0.9345032,-0.9728551,-0.9833898,-0.9200472,-0.9678844,-0.9808318,-0.9674546,-0.9811249,-0.9816079,-0.9684215,-0.9843496,-0.9851069,-0.9826366,-0.9544538,-0.9891895,-0.9821379,-0.9568028,-0.953066,-0.948522,-0.9753153,-0.9722891,-0.9698,-0.9607112,-0.987256,-0.9856072
"11","standing",0.2777156,-0.01719909,-0.1086866,-0.9949789,-0.9641733,-0.9863827,0.9564645,-0.1730827,0.1271984,-0.9945294,-0.9810478,-0.9894333,0.07600977,0.0124131,-0.0007459162,-0.9925274,-0.9794283,-0.990133,-0.02931415,-0.0765465,0.08105882,-0.9802425,-0.9942105,-0.9806367,-0.09951936,-0.03959921,-0.05247328,-0.9866904,-0.9955716,-0.9906632,-0.9848538,-0.9803054,-0.9848538,-0.9803054,-0.9892424,-0.988854,-0.979978,-0.9770714,-0.9934282,-0.9925792,-0.9938081,-0.9687031,-0.9876698,-0.9955738,-0.9635068,-0.9859585,-0.9923855,-0.979287,-0.9884608,-0.9934146,-0.9811858,-0.9903781,-0.9783017,-0.9940255,-0.980763,-0.9810091,-0.9943531,-0.9823088,-0.9822554,-0.981504,-0.9886366,-0.9880212,-0.9825765,-0.9774377,-0.992981,-0.9922775
"11","laying",0.280593,-0.01765981,-0.1087866,-0.9847773,-0.9721969,-0.9713112,-0.134832,0.9430179,0.1126202,-0.9795656,-0.9907656,-0.9841926,0.07666453,0.01221939,0.002776905,-0.9852591,-0.9727775,-0.9821118,-0.01917438,-0.04155999,0.152019,-0.9808369,-0.9824426,-0.9598974,-0.1022975,-0.04123914,-0.06669575,-0.9817248,-0.9908457,-0.9865491,-0.9806212,-0.9728918,-0.9806212,-0.9728918,-0.9833306,-0.9765049,-0.9525238,-0.9547132,-0.9906412,-0.9844765,-0.9838014,-0.9714039,-0.9735768,-0.9853222,-0.9735893,-0.9716681,-0.9848849,-0.9738825,-0.9795648,-0.9871227,-0.9734867,-0.9833029,-0.9761875,-0.9826403,-0.9614344,-0.9824246,-0.9826606,-0.9631839,-0.973994,-0.9760377,-0.9769408,-0.9751265,-0.9670934,-0.9548491,-0.9859788,-0.9835695
"12","walking",0.2771287,-0.01556093,-0.1031611,-0.1288985,-0.1227833,-0.4106061,0.9668735,-0.1559834,-0.03608429,-0.9791131,-0.9646192,-0.9502762,0.0457644,0.01977669,0.00502587,-0.01350661,-0.08940497,-0.5122768,-0.1045137,-0.03442911,0.09997391,-0.5462635,-0.4494014,-0.3501703,-0.06223893,-0.0498526,-0.04673382,-0.3908072,-0.5812907,-0.4806422,-0.1022046,-0.2369729,-0.1022046,-0.2369729,-0.1440649,-0.02028505,-0.3559304,-0.4132083,-0.5174938,-0.5488905,-0.05435764,-0.07130246,-0.4223253,-0.1607073,-0.2085153,-0.4521467,-0.0816198,-0.1413741,-0.4913862,-0.03105929,-0.09405641,-0.5314863,-0.4019759,-0.4678863,-0.3172825,-0.5931429,-0.4437983,-0.4222565,-0.153116,-0.4088963,-0.02991243,-0.01395391,-0.4425038,-0.4948022,-0.5611764,-0.564934
"12","walking_upstairs",0.2729703,-0.02635749,-0.1073397,-0.2901492,-0.1038183,-0.4366974,0.9383715,-0.2591442,-0.07025038,-0.9602463,-0.9413784,-0.9380712,0.07286608,-0.006894949,0.009066628,-0.359857,-0.311329,-0.7193364,-0.09312341,-0.04113145,0.08980228,-0.5266593,-0.5229498,-0.3496146,-0.04556389,-0.03354066,-0.06531673,-0.5499992,-0.7611956,-0.6064121,-0.2291839,-0.285844,-0.2291839,-0.285844,-0.4324693,-0.329828,-0.3165616,-0.5256869,-0.6749721,-0.7134067,-0.3214479,-0.1683415,-0.5608412,-0.2789297,-0.1301756,-0.4186,-0.3858438,-0.3330776,-0.6879299,-0.3906012,-0.3359264,-0.7501149,-0.4263603,-0.6047113,-0.4060809,-0.560463,-0.4839184,-0.3960957,-0.2900054,-0.3952851,-0.3208845,-0.3465651,-0.5940325,-0.5644351,-0.7143326,-0.7331308
"12","walking_downstairs",0.2815211,-0.01808427,-0.1095559,0.04240849,0.1108353,-0.4250174,0.949862,-0.1787022,-0.05610506,-0.959504,-0.9432984,-0.9353993,0.06215003,-0.01192892,0.004852624,0.006319144,0.06292167,-0.4986558,-0.1125316,-0.04273367,0.0895435,-0.3621431,-0.4762877,-0.3378067,-0.0264669,-0.06091772,-0.065324,-0.2786082,-0.5174791,-0.3652322,0.01831394,0.09726083,0.01831394,0.09726083,-0.107091,0.06557813,-0.2133515,-0.3204586,-0.4428311,-0.4524499,0.02350493,0.15051,-0.4021212,0.04833471,0.01674951,-0.4873901,-0.007014723,0.006394069,-0.4516143,-0.07231143,0.05151231,-0.5444614,-0.1788562,-0.4206315,-0.2127674,-0.4223632,-0.5189231,-0.448513,0.1480173,-0.105125,0.07699684,0.04206313,-0.3449384,-0.423554,-0.4582275,-0.4867804
"12","sitting",0.2750072,-0.0157893,-0.1063072,-0.9825688,-0.9285812,-0.9396619,0.926229,0.0830509,0.08856407,-0.9852036,-0.963642,-0.9562086,0.07712777,0.01059905,-0.00204576,-0.9764942,-0.9640475,-0.9791135,-0.04241592,-0.07519804,0.07284622,-0.9744254,-0.9604971,-0.9515525,-0.09410235,-0.03874775,-0.05156341,-0.9773299,-0.9793478,-0.977139,-0.9521766,-0.9475171,-0.9521766,-0.9475171,-0.9747345,-0.9727459,-0.9419072,-0.9467692,-0.9803923,-0.9782605,-0.9796661,-0.942768,-0.9546266,-0.9839995,-0.926034,-0.935917,-0.9771099,-0.9642362,-0.9755516,-0.9779803,-0.9665389,-0.9814089,-0.968529,-0.9637252,-0.9557182,-0.9763399,-0.9590407,-0.9547699,-0.9559443,-0.9506472,-0.9717153,-0.9729514,-0.9585119,-0.948461,-0.9784845,-0.9792564
"12","standing",0.2774058,-0.01690025,-0.105527,-0.981244,-0.9231403,-0.9206848,0.9573178,-0.2188654,-0.03953828,-0.9853142,-0.9704826,-0.9395341,0.07446318,0.010048,-0.007881314,-0.9724402,-0.9532031,-0.975557,-0.03000304,-0.07000838,0.07425682,-0.8836553,-0.9414692,-0.9503648,-0.09763804,-0.04095208,-0.04828637,-0.9554156,-0.9711955,-0.9736894,-0.9414599,-0.9352329,-0.9414599,-0.9352329,-0.9687907,-0.9626789,-0.8881014,-0.8522716,-0.96929,-0.9619232,-0.9764695,-0.9327757,-0.9471782,-0.9836472,-0.922852,-0.9141892,-0.9719716,-0.9532918,-0.9711225,-0.9755814,-0.9566663,-0.9787928,-0.8902927,-0.9482519,-0.952602,-0.8843852,-0.9385299,-0.9543358,-0.9452178,-0.9397419,-0.960859,-0.9641456,-0.9023568,-0.8500332,-0.9630598,-0.9629097
"12","laying",0.2601134,-0.01752039,-0.1081601,-0.9553187,-0.949072,-0.9483338,-0.3785921,0.8033788,0.2750432,-0.9364583,-0.9743965,-0.959644,0.08542954,0.007744083,-0.004371484,-0.9692763,-0.9626395,-0.9706293,-0.01465468,-0.08355374,0.1451918,-0.9660907,-0.9538739,-0.9501574,-0.09904023,-0.04106753,-0.0678909,-0.9671982,-0.9659004,-0.9699539,-0.9482047,-0.9365427,-0.9482047,-0.9365427,-0.9698438,-0.9625809,-0.9308406,-0.9357257,-0.9710678,-0.962012,-0.9562485,-0.951266,-0.9547248,-0.9552076,-0.95064,-0.9483808,-0.9687428,-0.9632233,-0.9671497,-0.97282,-0.9647037,-0.9727138,-0.9566539,-0.9525617,-0.9456732,-0.9692546,-0.9553437,-0.9564244,-0.9438674,-0.9421333,-0.9624484,-0.961653,-0.945497,-0.9403738,-0.9639496,-0.9619116
"13","walking",0.2758831,-0.01856607,-0.1114315,-0.3469804,0.1418667,-0.2205035,0.9108557,-0.2836586,-0.1312997,-0.9725449,-0.9608998,-0.9486376,0.08095902,0.003083645,0.00597249,-0.2209101,0.05654888,-0.3746332,-0.01742076,-0.07984725,0.07842056,-0.3760599,-0.2900236,-0.3633699,-0.09665986,-0.03198493,-0.06366932,-0.2168121,-0.3577609,-0.3417658,-0.1356439,-0.2925464,-0.1356439,-0.2925464,-0.133205,-0.1317885,-0.2186696,-0.2532401,-0.3035082,-0.3221184,-0.3350301,0.09551507,-0.2468515,-0.3532998,0.09219689,-0.2698964,-0.2904608,-0.04391951,-0.3422637,-0.2197162,0.09467416,-0.4061734,-0.1928565,-0.2562136,-0.276608,-0.4357147,-0.3186185,-0.4553339,-0.2346009,-0.438389,-0.1521115,-0.1135919,-0.2674724,-0.3799518,-0.3385271,-0.3492856
"13","walking_upstairs",0.2582039,-0.02773923,-0.1257673,-0.2962846,0.1044708,-0.2172106,0.8476343,-0.3574045,-0.2075072,-0.9464415,-0.922055,-0.9102711,0.06924421,-0.001280098,-0.02541263,-0.4873255,-0.3233339,-0.6609213,-0.1382938,0.003819669,0.1166796,-0.5410667,-0.4035722,-0.2118051,-0.06648172,-0.0453052,-0.06616539,-0.6310376,-0.6788059,-0.5508803,-0.1011535,-0.3263396,-0.1011535,-0.3263396,-0.4561905,-0.4512259,-0.237183,-0.4156586,-0.6319649,-0.6692164,-0.3824607,-0.06365648,-0.4047852,-0.2660813,0.1146567,-0.1848422,-0.5062121,-0.3689962,-0.6314964,-0.5143378,-0.3194004,-0.6892358,-0.482113,-0.4921761,-0.2553389,-0.562911,-0.3642833,-0.272525,-0.3675228,-0.4090655,-0.4251,-0.4910908,-0.4854773,-0.4707708,-0.6560885,-0.7122615
"13","walking_downstairs",0.2949076,-0.01437238,-0.1019939,-0.06815636,-0.03212525,-0.1583331,0.9418756,-0.2115551,-0.09508203,-0.9526431,-0.9285444,-0.893963,0.1017045,-0.007518682,-0.02529777,-0.0740908,-0.1490278,-0.3170466,-0.1226722,-0.02372057,0.1112842,-0.4170142,-0.1988482,-0.3227741,-0.06471998,-0.06694141,-0.05120205,-0.4637367,-0.2591632,-0.3670895,-0.02946343,-0.01560982,-0.02946343,-0.01560982,-0.1279261,-0.04339598,-0.1021145,-0.2367626,-0.3235524,-0.2764915,-0.07266027,-0.03645352,-0.1511787,-0.06804362,-0.09244442,-0.2333152,-0.1148516,-0.2078123,-0.276138,-0.114745,-0.1417751,-0.3565795,-0.3196771,-0.1338289,-0.2129067,-0.4521904,-0.2496603,-0.4270083,0.05287919,-0.2109128,-0.02821567,-0.07098938,-0.2061217,-0.4005601,-0.2663999,-0.3430949
"13","sitting",0.2743285,-0.005877329,-0.09724651,-0.9895463,-0.9389677,-0.9386412,0.9255765,0.1017698,0.07577739,-0.9813791,-0.9513531,-0.9309796,0.07528659,-0.001123441,-0.02323972,-0.9928273,-0.9842676,-0.9876121,-0.03551249,-0.09026874,0.0823432,-0.9858443,-0.9796685,-0.9668964,-0.09591985,-0.04103669,-0.04661216,-0.991371,-0.9917734,-0.9898614,-0.9576906,-0.9379357,-0.9576906,-0.9379357,-0.9894978,-0.9888131,-0.9511426,-0.9639406,-0.9926043,-0.9914149,-0.9901355,-0.9596739,-0.9561831,-0.9894106,-0.9336665,-0.934189,-0.9926782,-0.9839141,-0.9852612,-0.9936822,-0.9859081,-0.9886121,-0.9832182,-0.9824561,-0.9683844,-0.9867147,-0.9782707,-0.9694518,-0.9569016,-0.9385299,-0.9883485,-0.9883323,-0.9732583,-0.9642681,-0.9917237,-0.9912194
"13","standing",0.2777584,-0.0167892,-0.1121241,-0.9910208,-0.9494224,-0.967538,0.9426953,-0.2399431,-0.05248566,-0.9922324,-0.9746812,-0.9768272,0.0758631,0.007620352,-0.0007049793,-0.9876361,-0.9777042,-0.9869262,-0.02954922,-0.07532052,0.08547125,-0.9555774,-0.9717218,-0.9734366,-0.09812,-0.04128726,-0.05392608,-0.9784651,-0.9809827,-0.985177,-0.9715642,-0.9685197,-0.9715642,-0.9685197,-0.9868,-0.9818656,-0.9578254,-0.9449802,-0.9836376,-0.9761977,-0.989426,-0.9594276,-0.9775673,-0.9918177,-0.9471798,-0.9640481,-0.9881983,-0.9777528,-0.9846086,-0.9881851,-0.9794123,-0.9878715,-0.9571541,-0.9729131,-0.9743944,-0.9558184,-0.9714252,-0.9755333,-0.9723936,-0.9704454,-0.9819775,-0.9806213,-0.9574888,-0.9468575,-0.9771974,-0.9764673
"13","laying",0.2767164,-0.02044045,-0.1043319,-0.968892,-0.9509479,-0.950393,-0.1568522,0.6564009,0.598885,-0.9578752,-0.9759481,-0.9598929,0.07677748,0.01834419,-0.009883897,-0.98542,-0.9801523,-0.9830707,-0.0097361,-0.09662507,0.1178196,-0.9721435,-0.9627046,-0.9673505,-0.1018356,-0.0417744,-0.06487704,-0.9814047,-0.9788547,-0.9898015,-0.9605178,-0.9479447,-0.9605178,-0.9479447,-0.9854679,-0.9800662,-0.9443031,-0.9446875,-0.9854463,-0.9751133,-0.9747169,-0.9658438,-0.9662956,-0.9669601,-0.9474623,-0.9458521,-0.9851997,-0.9803751,-0.9809946,-0.9870782,-0.9813943,-0.98367,-0.9694635,-0.9686897,-0.9691269,-0.9734468,-0.9599441,-0.9697972,-0.9595355,-0.9494313,-0.9807544,-0.9780443,-0.9576816,-0.9461334,-0.9781508,-0.9727986
"14","walking",0.2719596,-0.02177854,-0.1067564,-0.4026391,-0.05361267,0.0518841,0.802974,-0.2703148,-0.4224953,-0.9748169,-0.9544559,-0.947517,0.07208779,0.02411602,0.0199723,-0.454497,-0.3443396,-0.4727911,-0.003476551,-0.08296828,0.05132227,-0.6003882,-0.01483926,-0.1260908,-0.1106561,-0.04389695,-0.03888259,-0.5717599,-0.5367377,-0.4971877,-0.1444047,-0.3638056,-0.1444047,-0.3638056,-0.3772932,-0.4397469,-0.1372087,-0.2014019,-0.519895,-0.6061033,-0.4214982,-0.1746018,-0.1773664,-0.39586,-0.054271,0.08548921,-0.4723606,-0.3767666,-0.4158992,-0.4847977,-0.3535269,-0.5288895,-0.5085959,-0.2158949,-0.2129258,-0.6300821,0.08329506,-0.1802329,-0.3735168,-0.45749,-0.4315915,-0.453426,-0.3113864,-0.2655046,-0.5910369,-0.6556777
"14","walking_upstairs",0.2624211,-0.02043882,-0.1122797,-0.3093967,0.3071955,0.6090179,0.6882561,-0.3226804,-0.4950887,-0.9285236,-0.9072314,-0.8754508,0.0803303,-0.01831312,0.003441995,-0.3687804,-0.3364272,-0.3278688,0.08138417,-0.1234996,-0.04413819,-0.4542833,0.4765187,0.5648758,-0.1282667,-0.02077497,-0.01372376,-0.646611,-0.3714797,-0.3598166,0.1401082,-0.01976867,0.1401082,-0.01976867,-0.2836638,-0.3370863,0.3657794,0.299976,-0.3999219,-0.4858193,-0.3235084,0.01639392,0.1916937,-0.3049802,0.3560728,0.6871242,-0.3834971,-0.3476066,-0.2640085,-0.4109679,-0.3715725,-0.3910779,-0.4410484,0.1186877,0.1967032,-0.4647429,0.6462336,0.5224542,-0.07598518,-0.1432539,-0.2887443,-0.4098476,0.04885887,0.2366597,-0.4572506,-0.5649641
"14","walking_downstairs",0.2934221,-0.02001414,-0.09283302,0.01783134,0.3788705,0.4515761,0.8162964,-0.2642547,-0.3925559,-0.9190988,-0.9207259,-0.8795653,0.04286316,0.02913394,0.01049526,0.01295975,0.1927918,-0.1336341,-0.01470797,-0.09452884,0.03533445,-0.3545516,0.05699022,0.3561986,-0.1086204,-0.07405898,-0.06159788,-0.5370021,-0.284318,0.09138576,0.1855377,0.4284059,0.1855377,0.4284059,0.03536014,0.1947088,0.16634,-0.06651446,-0.2751209,-0.274744,0.02125416,0.3714825,0.280736,0.01408261,0.2936339,0.4275638,-0.03378205,0.1647751,-0.02487898,-0.03023964,0.138738,-0.2448571,-0.2953155,0.01320823,0.4924144,-0.3788829,0.07413912,0.1827947,0.4719052,0.1786846,0.1862235,0.1942634,-0.07875684,-0.2239274,-0.2547471,-0.3568494
"14","sitting",0.2799906,-0.008705655,-0.1004015,-0.9763022,-0.9149357,-0.9227748,0.9390388,-0.0364534,-0.09459705,-0.9762804,-0.9503227,-0.9384157,0.07418788,-0.00436186,-0.01057445,-0.9808907,-0.9678284,-0.9761334,-0.04404033,-0.07134783,0.09285236,-0.98083,-0.9620482,-0.9529044,-0.09216146,-0.04345773,-0.05201216,-0.9902842,-0.9869113,-0.9828191,-0.9441979,-0.9254958,-0.9441979,-0.9254958,-0.976521,-0.9733434,-0.9427564,-0.9470812,-0.9883176,-0.986964,-0.9764566,-0.9326448,-0.9441261,-0.9763031,-0.9115912,-0.9176782,-0.9815666,-0.9689518,-0.972752,-0.9819208,-0.9689437,-0.97818,-0.9785771,-0.9698067,-0.9570209,-0.9815731,-0.9582274,-0.9560288,-0.9405899,-0.9291939,-0.9729853,-0.9729594,-0.9633205,-0.946518,-0.9873242,-0.9870652
